Name,Platform,Year_of_Release,Era,Genre,Publisher,Developer,Rating,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Global_Sales_Calculated,Sales_Region_Dominant,Critic_Score,Critic_Count,User_Score,User_Count,Score_Gap
Remington Super Slam Hunting: North America,Wii,2010,2010s,Sports,Mastiff,Jack Of All Games,T,0.17,0.0,0.0,0.01,0.18,0.18,NA,71.0,21,7.5,24,-4.0
Reel Fishing II,PS,2000,2000s,Sports,Victor Interactive,Unknown,Unknown,0.1,0.07,0.0,0.01,0.18,0.18,NA,71.0,21,7.5,24,-4.0
Battle of Giants: Dinosaurs Strike,Wii,2010,2010s,Strategy,Ubisoft,Ubisoft Quebec,E10+,0.14,0.03,0.0,0.01,0.18,0.18,NA,71.0,21,7.5,24,-4.0
Ty the Tasmanian Tiger,XB,2002,2000s,Platform,Electronic Arts,Krome Studios,E,0.14,0.04,0.0,0.01,0.18,0.19,NA,68.0,13,8.5,11,-17.0
Imagine: Babyz Fashion,DS,2009,2000s,Simulation,Ubisoft,Ubisoft,E,0.17,0.0,0.0,0.01,0.18,0.18,NA,71.0,21,7.5,24,-4.0
Dead or Alive,SAT,1997,1990s,Fighting,Tecmo Koei,Unknown,Unknown,0.0,0.0,0.18,0.0,0.18,0.18,JP,71.0,21,7.5,24,-4.0
Active Health with Carol Vorderman,DS,2009,2000s,Sports,Nintendo,Unknown,Unknown,0.0,0.18,0.0,0.01,0.18,0.19,EU,71.0,21,7.5,24,-4.0
Driving Emotion Type-S,PS2,2000,2000s,Racing,Electronic Arts,Escape,E,0.04,0.03,0.11,0.01,0.18,0.19,JP,55.0,18,7.5,24,-20.0
Heavy Fire: Afghanistan,PS3,2011,2010s,Shooter,Unknown,Teyon,T,0.17,0.0,0.0,0.02,0.18,0.19,NA,39.0,5,3.3,16,6.0
Siren,PS2,2003,2000s,Adventure,Sony Computer Entertainment,Sce Japan Studio,M,0.09,0.07,0.0,0.02,0.18,0.18,NA,72.0,48,7.8,41,-6.0
NARC,XB,2005,2000s,Shooter,Midway Games,Point Of View,M,0.14,0.04,0.0,0.01,0.18,0.19,NA,51.0,27,2.8,6,23.0
Driver: San Francisco,PC,2011,2010s,Racing,Ubisoft,Ubisoft Reflections,T,0.05,0.1,0.0,0.03,0.18,0.18,EU,80.0,11,7.0,332,10.0
Just Dance 2017,Wii,2016,2010s,Misc,Ubisoft,Ubisoft Paris,E10+,0.06,0.11,0.0,0.01,0.18,0.18,EU,71.0,21,7.5,24,-4.0
NASCAR Unleashed,Wii,2011,2010s,Racing,Activision,Firebrand Games,E,0.17,0.0,0.0,0.01,0.18,0.18,NA,71.0,21,7.5,24,-4.0
Super Robot Taisen J,GBA,2005,2000s,Strategy,Banpresto,Unknown,Unknown,0.0,0.0,0.18,0.0,0.18,0.18,JP,71.0,21,7.5,24,-4.0
Shape Up,XOne,2014,2010s,Misc,Ubisoft,Ubisoft Montreal,E,0.08,0.09,0.0,0.01,0.18,0.18,EU,58.0,6,8.3,28,-25.0
Nep League DS,DS,2007,2000s,Sports,Jaleco,Unknown,Unknown,0.0,0.0,0.18,0.0,0.18,0.18,JP,71.0,21,7.5,24,-4.0
Happy Cooking,DS,2006,2000s,Simulation,Ubisoft,Ubisoft,E,0.17,0.0,0.0,0.01,0.18,0.18,NA,71.0,21,7.5,24,-4.0
Ar tonelico 2: Melody of Metafalica,PS2,2007,2000s,Role-Playing,Nippon Ichi Software,Unknown,Unknown,0.04,0.03,0.11,0.01,0.18,0.19,JP,71.0,21,7.5,24,-4.0
Cars: Race-O-Rama,PS3,2009,2000s,Racing,Thq,Incinerator Games,E,0.14,0.03,0.0,0.02,0.18,0.19,NA,61.0,5,7.5,24,-14.0
Jewel Master: Cradle of Athena,DS,2010,2010s,Puzzle,Storm City Games,Cokem Interactive,E10+,0.17,0.0,0.0,0.01,0.18,0.18,NA,71.0,21,7.5,24,-4.0
Saw II: Flesh & Blood,PS3,2010,2010s,Action,Konami Digital Entertainment,Unknown,Unknown,0.1,0.06,0.0,0.02,0.18,0.18,NA,71.0,21,7.5,24,-4.0
Hidden Mysteries: Vampire Secrets,DS,2010,2010s,Adventure,Astragon,Gunnar Games,E10+,0.06,0.11,0.0,0.02,0.18,0.19,EU,71.0,21,7.5,24,-4.0
Casper: Friends Around the World,PS,2000,2000s,Action,Tdk Core,Unknown,Unknown,0.1,0.07,0.0,0.01,0.18,0.18,NA,71.0,21,7.5,24,-4.0
Jurassic Park III: Island Attack,GBA,2001,2000s,Adventure,Konami Digital Entertainment,Konami,E,0.13,0.05,0.0,0.0,0.18,0.18,NA,57.0,6,7.5,24,-18.0
Jikkyou Powerful Pro Baseball 2016,PSV,2016,2010s,Sports,Konami Digital Entertainment,Unknown,Unknown,0.0,0.0,0.18,0.0,0.18,0.18,JP,71.0,21,7.5,24,-4.0
Star Trek: Legacy,X360,2007,2000s,Simulation,Ubisoft,Mad Doc Software,E10+,0.14,0.02,0.0,0.01,0.18,0.17,NA,64.0,41,5.5,42,9.0
Tekken Tag Tournament 2,WiiU,2012,2010s,Fighting,Namco Bandai Games,Unknown,Unknown,0.09,0.07,0.01,0.01,0.18,0.18,NA,71.0,21,7.5,24,-4.0
GameBoy Wars,GB,1991,1990s,Strategy,Nintendo,Unknown,Unknown,0.0,0.0,0.18,0.0,0.18,0.18,JP,71.0,21,7.5,24,-4.0
Amplitude,PS2,2003,2000s,Misc,Sony Computer Entertainment,Harmonix Music Systems,T,0.09,0.07,0.0,0.02,0.18,0.18,NA,86.0,35,8.8,26,-2.0
Disgaea DS,DS,2008,2000s,Role-Playing,Square Enix,Nippon Ichi Software,T,0.11,0.01,0.05,0.01,0.18,0.18,NA,82.0,32,7.5,35,7.0
Gauntlet: Seven Sorrows,XB,2005,2000s,Role-Playing,Midway Games,Midway,T,0.14,0.04,0.0,0.01,0.18,0.19,NA,61.0,36,7.8,4,-17.0
AirForce Delta Storm,XB,2001,2000s,Shooter,Konami Digital Entertainment,Kce Studios,E,0.14,0.04,0.0,0.01,0.18,0.19,NA,61.0,21,7.1,7,-10.0
Metal Gear Solid V: The Phantom Pain,X360,2015,2010s,Action,Konami Digital Entertainment,"Kojima Productions, Moby Dick Studio",M,0.12,0.04,0.0,0.02,0.18,0.18,NA,71.0,21,7.2,159,-1.0
Monopoly Party,XB,2002,2000s,Misc,Infogrames,Unknown,Unknown,0.14,0.04,0.0,0.01,0.18,0.19,NA,71.0,21,7.5,24,-4.0
Fear Effect 2: Retro Helix,PS,2001,2000s,Action,Eidos Interactive,Kronos Digital Entertainment,M,0.1,0.07,0.0,0.01,0.18,0.18,NA,84.0,15,8.9,17,-5.0
Chaotic: Shadow Warriors,DS,2009,2000s,Action,Activision,Fun Labs,E10+,0.17,0.0,0.0,0.01,0.18,0.18,NA,71.0,21,7.5,24,-4.0
Ninja Gaiden 3,WiiU,2012,2010s,Action,Nintendo,Unknown,Unknown,0.14,0.03,0.0,0.02,0.18,0.19,NA,71.0,21,7.5,24,-4.0
Atelier Shallie: Alchemists of the Dusk Sea,PS3,2014,2010s,Role-Playing,Tecmo Koei,Gust,E10+,0.06,0.02,0.08,0.02,0.18,0.18,JP,76.0,26,7.7,44,-1.0
Mahjong: Journey Quest for Tikal,DS,2008,2000s,Puzzle,Rondomedia,Mumbojumbo,E,0.15,0.02,0.0,0.01,0.18,0.18,NA,71.0,21,7.5,24,-4.0
Call of Duty: World at War,PC,2008,2000s,Shooter,Activision,Treyarch,M,0.02,0.14,0.0,0.03,0.18,0.19,EU,83.0,36,7.5,721,8.0
CSI: Fatal Conspiracy,PS3,2010,2010s,Adventure,Ubisoft,Telltale Games,M,0.11,0.05,0.0,0.02,0.18,0.18,NA,39.0,5,5.6,13,-17.0
Chocobo no Fushigi Dungeon for WonderSwan,WS,1999,1990s,Role-Playing,Namco Bandai Games,Unknown,Unknown,0.0,0.0,0.18,0.0,0.18,0.18,JP,71.0,21,7.5,24,-4.0
International Superstar Soccer 2000 (JP weekly sales),N64,1999,1990s,Sports,Konami Digital Entertainment,Unknown,Unknown,0.0,0.0,0.18,0.0,0.18,0.18,JP,71.0,21,7.5,24,-4.0
Ringling Bros. and Barnum & Bailey Circus,Wii,2009,2000s,Action,Take-Two Interactive,Unknown,Unknown,0.17,0.0,0.0,0.01,0.18,0.18,NA,71.0,21,7.5,24,-4.0
Klonoa: Door to Phantomile,PS,1997,1990s,Platform,Sony Computer Entertainment,Unknown,Unknown,0.0,0.0,0.17,0.01,0.18,0.18,JP,71.0,21,7.5,24,-4.0
Vietcong: Purple Haze,PS2,2004,2000s,Shooter,Gathering Of Developers,Coyote Developments,M,0.09,0.07,0.0,0.02,0.18,0.18,NA,48.0,11,4.3,6,5.0
Atari Anniversary Advance,GBA,2002,2000s,Misc,Atari,Digital Eclipse,E,0.13,0.05,0.0,0.0,0.18,0.18,NA,75.0,7,7.5,24,0.0
Summer Athletics: The Ultimate Challenge,PS2,2008,2000s,Sports,Dtp Entertainment,49Games,E,0.0,0.0,0.0,0.18,0.18,0.18,Other,71.0,21,7.5,24,-4.0
Hatsune Miku and Future Stars: Project Mirai,3DS,2012,2010s,Misc,Sega,Unknown,Unknown,0.0,0.0,0.18,0.0,0.18,0.18,JP,71.0,21,7.5,24,-4.0
X-Men Origins: Wolverine,PS2,2009,2000s,Action,Activision,Amaze Entertainment,T,0.13,0.0,0.0,0.05,0.18,0.18,NA,71.0,21,6.8,16,3.0
Syndicate,X360,2012,2010s,Shooter,Electronic Arts,Starbreeze,M,0.1,0.06,0.0,0.02,0.18,0.18,NA,74.0,65,7.1,174,3.0
Zumba Fitness Rush,X360,2012,2010s,Sports,505 Games,"Majesco Games, Majesco",E10+,0.0,0.16,0.0,0.02,0.18,0.18,EU,73.0,7,6.2,5,11.0
Call of Juarez,X360,2007,2000s,Shooter,Ubisoft,Techland,M,0.14,0.02,0.0,0.01,0.18,0.17,NA,71.0,37,6.9,46,2.0
TalkMan (Japan),PSP,2005,2000s,Misc,Sony Computer Entertainment,Unknown,Unknown,0.0,0.0,0.18,0.0,0.18,0.18,JP,71.0,21,7.5,24,-4.0
Ghostbusters: The Video Game,PSP,2009,2000s,Action,Atari,Red Fly Studio,E10+,0.16,0.01,0.0,0.02,0.18,0.19,NA,54.0,13,4.7,13,7.0
Bloody Roar: Primal Fury,GC,2002,2000s,Fighting,Activision,Eighting/Raizing,T,0.14,0.04,0.0,0.0,0.18,0.18,NA,75.0,27,8.5,20,-10.0
Mega Man Soccer,SNES,1993,1990s,Sports,Capcom,Unknown,Unknown,0.04,0.01,0.13,0.0,0.18,0.18,JP,71.0,21,7.5,24,-4.0
MotoGP,Wii,2009,2000s,Racing,Capcom,Milestone S.R.L,E,0.05,0.11,0.0,0.02,0.18,0.18,EU,44.0,10,5.4,11,-10.0
Mushroom Men: The Spore Wars,Wii,2008,2000s,Action,Southpeak Games,Red Fly Studio,E10+,0.16,0.01,0.0,0.01,0.18,0.18,NA,72.0,37,8.7,33,-15.0
Saint Seiya: Soldiers' Soul,PS4,2015,2010s,Fighting,Namco Bandai Games,Dimps Corporation,T,0.0,0.12,0.04,0.02,0.18,0.18,EU,59.0,30,7.8,45,-19.0
Brunswick Pro Bowling,PS3,2010,2010s,Sports,505 Games,Farsight Studios,E,0.1,0.05,0.0,0.02,0.18,0.17,NA,47.0,6,7.5,24,-28.0
LEGO Harry Potter: Years 5-7,PSV,2012,2010s,Action,Warner Bros. Interactive Entertainment,Traveller'S Tales,E10+,0.07,0.07,0.0,0.03,0.18,0.17,NA,64.0,19,6.8,21,-4.0
FIFA Soccer 07,GC,2006,2000s,Sports,Electronic Arts,Unknown,Unknown,0.14,0.04,0.0,0.0,0.18,0.18,NA,71.0,21,7.5,24,-4.0
Rabbids Party Collection,Wii,2010,2010s,Misc,Ubisoft,Unknown,Unknown,0.0,0.16,0.0,0.02,0.18,0.18,EU,71.0,21,7.5,24,-4.0
Corpse Party: Blood Drive,PSV,2014,2010s,Adventure,Marvelous Interactive,5Pb,M,0.08,0.01,0.06,0.03,0.18,0.18,NA,60.0,19,7.4,58,-14.0
The Last Airbender,DS,2010,2010s,Action,Thq,Thq,E10+,0.13,0.04,0.0,0.01,0.18,0.18,NA,69.0,6,7.0,4,-1.0
My Fitness Coach 2: Exercise and Nutrition,Wii,2009,2000s,Sports,Black Bean Games,Unknown,Unknown,0.13,0.03,0.0,0.01,0.18,0.17,NA,71.0,21,7.5,24,-4.0
Pokémon I Choose You / Squirtle Squad Game Boy Advance Video,GBA,2004,2000s,Misc,Nintendo,Unknown,Unknown,0.13,0.05,0.0,0.0,0.18,0.18,NA,71.0,21,7.5,24,-4.0
Vampire Savior: The Lord of Vampire,SAT,1998,1990s,Fighting,Capcom,Unknown,Unknown,0.0,0.0,0.18,0.0,0.18,0.18,JP,71.0,21,7.5,24,-4.0
Backbreaker,X360,2007,2000s,Sports,Unknown,Naturalmotion,E,0.17,0.0,0.0,0.01,0.18,0.18,NA,54.0,29,7.6,68,-22.0
UFC Personal Trainer: The Ultimate Fitness System,Wii,2011,2010s,Sports,Thq,Thq,E,0.11,0.06,0.0,0.02,0.18,0.19,NA,54.0,5,7.5,24,-21.0
MotoGP 14,PS4,2014,2010s,Racing,Milestone S.R.L.,Milestone S.R.L,E,0.04,0.11,0.0,0.03,0.18,0.18,EU,73.0,28,6.4,26,9.0
Shrek SuperSlam,DS,2005,2000s,Action,Activision,Unknown,Unknown,0.17,0.0,0.0,0.01,0.18,0.18,NA,71.0,21,7.5,24,-4.0
Alone in the Dark,Wii,2008,2000s,Adventure,Atari,Hydravision,M,0.09,0.08,0.0,0.02,0.18,0.19,NA,39.0,10,4.4,34,-5.0
Super Robot Taisen UX,3DS,2013,2010s,Role-Playing,Namco Bandai Games,Unknown,Unknown,0.0,0.0,0.18,0.0,0.18,0.18,JP,71.0,21,7.5,24,-4.0
Skylanders Imaginators,WiiU,2016,2010s,Platform,Activision,Toys For Bob,E10+,0.09,0.08,0.0,0.02,0.18,0.19,NA,76.0,4,7.5,24,1.0
Six Flags Fun Park,DS,2008,2000s,Misc,Brash Entertainment,Brash Entertainment,E,0.17,0.0,0.0,0.01,0.18,0.18,NA,34.0,4,7.0,4,-36.0
Test Drive Off-Road Wide Open,XB,2001,2000s,Racing,Infogrames,Rockstar San Diego,E,0.15,0.03,0.0,0.01,0.18,0.19,NA,64.0,21,8.3,9,-19.0
Jeopardy!,DS,2010,2010s,Misc,Thq,Unknown,Unknown,0.17,0.0,0.0,0.01,0.18,0.18,NA,71.0,21,7.5,24,-4.0
Pro Yaky? Spirits 2011,PS3,2011,2010s,Sports,Konami Digital Entertainment,Unknown,Unknown,0.0,0.0,0.18,0.0,0.18,0.18,JP,71.0,21,7.5,24,-4.0
Doctor Who: Return to Earth,Wii,2010,2010s,Adventure,Asylum Entertainment,Unknown,Unknown,0.0,0.16,0.0,0.02,0.18,0.18,EU,71.0,21,7.5,24,-4.0
Battle Commander: Hachibushu Shura no Heihou,SNES,1991,1990s,Strategy,Banpresto,Unknown,Unknown,0.0,0.0,0.18,0.0,0.18,0.18,JP,71.0,21,7.5,24,-4.0
WWE All Stars,PSP,2011,2010s,Fighting,Thq,Thq,T,0.12,0.04,0.0,0.03,0.18,0.19,NA,70.0,4,6.6,5,4.0
Jampack Vol. 1,PS,1996,1990s,Misc,Sony Computer Entertainment,Unknown,Unknown,0.1,0.07,0.0,0.01,0.18,0.18,NA,71.0,21,7.5,24,-4.0
Bad Boys: Miami Takedown,XB,2004,2000s,Shooter,Empire Interactive,Blitz Games,M,0.14,0.04,0.0,0.01,0.18,0.19,NA,35.0,20,5.9,9,-24.0
Valhalla Knights 3,PSV,2013,2010s,Role-Playing,Xseed Games,K2,M,0.04,0.01,0.12,0.01,0.18,0.18,JP,48.0,19,6.8,56,-20.0
Mega Man X: Command Mission,PS2,2004,2000s,Role-Playing,Capcom,"Valuewave Co.,Ltd.",E,0.09,0.07,0.0,0.02,0.18,0.18,NA,69.0,27,7.1,18,-2.0
Tokyo Xtreme Racer DRIFT,PS2,2003,2000s,Racing,Genki,Genki,E,0.09,0.07,0.0,0.02,0.18,0.18,NA,59.0,13,8.6,15,-27.0
Moon,PS,1997,1990s,Adventure,Ascii Entertainment,Unknown,Unknown,0.0,0.0,0.17,0.01,0.18,0.18,JP,71.0,21,7.5,24,-4.0
"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",DS,2005,2000s,Action,Disney Interactive Studios,Amaze Entertainment,E10+,0.15,0.01,0.0,0.01,0.18,0.17,NA,65.0,20,7.5,4,-10.0
Cabela's Big Game Hunter 2005 Adventures,XB,2004,2000s,Sports,Activision,Fun Labs,T,0.13,0.04,0.0,0.01,0.18,0.18,NA,65.0,5,8.3,6,-18.0
Re-Volt,N64,1999,1990s,Racing,Acclaim Entertainment,Unknown,Unknown,0.14,0.04,0.0,0.0,0.18,0.18,NA,71.0,21,7.5,24,-4.0
Sesame Street: Elmo's Letter Adventure,N64,1999,1990s,Misc,Newkidco,Unknown,Unknown,0.14,0.04,0.0,0.0,0.18,0.18,NA,71.0,21,7.5,24,-4.0
Senran Kagura: Estival Versus,PSV,2015,2010s,Action,Marvelous Interactive,Marvelous Inc.,M,0.04,0.02,0.09,0.02,0.18,0.17,JP,71.0,4,7.4,34,-3.0
Might & Magic: Clash of Heroes,DS,2009,2000s,Role-Playing,Ubisoft,Unknown,Unknown,0.15,0.02,0.0,0.01,0.18,0.18,NA,71.0,21,7.5,24,-4.0
GRID Autosport,PS3,2014,2010s,Racing,Codemasters,Codemasters,E,0.05,0.09,0.01,0.03,0.18,0.18,EU,75.0,35,6.8,62,7.0
Gokujou Parodius,SNES,1994,1990s,Shooter,Konami Digital Entertainment,Unknown,Unknown,0.0,0.0,0.18,0.0,0.18,0.18,JP,71.0,21,7.5,24,-4.0
Half-Minute Hero,PSP,2009,2000s,Role-Playing,Rising Star Games,Opus,E10+,0.08,0.01,0.07,0.01,0.18,0.17,NA,84.0,41,7.8,38,6.0
Gauntlet: Dark Legacy,GC,2002,2000s,Action,Midway Games,Midway,T,0.14,0.04,0.0,0.0,0.18,0.18,NA,60.0,20,9.1,16,-31.0
A.C.E.: Another Century's Episode 2,PS2,2006,2000s,Simulation,Banpresto,Unknown,Unknown,0.0,0.0,0.18,0.0,0.18,0.18,JP,71.0,21,7.5,24,-4.0
The Chronicles of Narnia: Prince Caspian,X360,2008,2000s,Action,Disney Interactive Studios,Traveller'S Tales,T,0.16,0.01,0.0,0.01,0.18,0.18,NA,56.0,24,7.5,13,-19.0
Company of Heroes: Anthology,PC,2009,2000s,Strategy,Thq,Unknown,Unknown,0.0,0.15,0.0,0.03,0.18,0.18,EU,71.0,21,7.5,24,-4.0
Shadow The Hedgehog,XB,2005,2000s,Platform,Sega,Sega,E10+,0.13,0.04,0.0,0.01,0.18,0.18,NA,49.0,24,5.5,36,-6.0
Daigasso! Band Brothers P,3DS,2013,2010s,Misc,Nintendo,Unknown,Unknown,0.0,0.0,0.18,0.0,0.18,0.18,JP,71.0,21,7.5,24,-4.0
Batman: Vengeance,GBA,2001,2000s,Adventure,Ubisoft,Ubisoft Montreal,E,0.13,0.05,0.0,0.0,0.18,0.18,NA,68.0,8,7.5,24,-7.0
Soccer Tsuku Tokudai Gou: J-League Pro Soccer Club o Tsukurou,DC,2000,2000s,Sports,Sega,Unknown,Unknown,0.0,0.0,0.18,0.0,0.18,0.18,JP,71.0,21,7.5,24,-4.0
The Adventures of Cookie & Cream,PS2,2000,2000s,Puzzle,Empire Interactive,Unknown,Unknown,0.09,0.07,0.0,0.02,0.18,0.18,NA,71.0,21,7.5,24,-4.0
World of Outlaws: Sprint Cars,X360,2010,2010s,Racing,Thq,Big Ant Studios,E,0.17,0.0,0.0,0.01,0.18,0.18,NA,57.0,4,8.1,10,-24.0
Van Helsing,XB,2007,2000s,Action,Activision,Saffire,T,0.13,0.04,0.0,0.01,0.18,0.18,NA,63.0,32,7.6,8,-13.0
Grand Slam Tennis 2,X360,2012,2010s,Sports,Electronic Arts,Ea Sports,E,0.1,0.06,0.0,0.02,0.18,0.18,NA,71.0,45,5.1,14,20.0
Ben 10 Ultimate Alien: Cosmic Destruction,X360,2010,2010s,Platform,D3Publisher,Papaya Studios,E10+,0.1,0.06,0.0,0.02,0.18,0.18,NA,51.0,5,5.3,4,-2.0
Pure Futbol,X360,2010,2010s,Sports,Ubisoft,Ubisoft Vancouver,E,0.08,0.08,0.0,0.02,0.18,0.18,NA,38.0,20,7.9,29,-41.0
Spider-Man: Friend or Foe,PSP,2007,2000s,Action,Activision,Artificial Mind And Movement,E10+,0.16,0.0,0.0,0.01,0.18,0.17,NA,58.0,7,4.4,9,14.0
Sing4: The Hits Edition,Wii,2011,2010s,Misc,Crave Entertainment,Crave,T,0.17,0.0,0.0,0.01,0.18,0.18,NA,71.0,21,7.5,24,-4.0
Gun,GC,2005,2000s,Shooter,Activision,Neversoft Entertainment,M,0.14,0.04,0.0,0.0,0.18,0.18,NA,77.0,27,8.6,8,-9.0
SoulCalibur Legends,Wii,2007,2000s,Action,Namco Bandai Games,Namco Bandai Games,T,0.16,0.01,0.0,0.01,0.18,0.18,NA,52.0,35,5.7,24,-5.0
Rio,Wii,2011,2010s,Misc,Thq,Eurocom Entertainment Software,E10+,0.13,0.03,0.0,0.01,0.18,0.17,NA,71.0,21,7.5,24,-4.0
F1 Challenge,SAT,1994,1990s,Racing,Sega,Unknown,Unknown,0.0,0.0,0.18,0.0,0.18,0.18,JP,71.0,21,7.5,24,-4.0
Squeeballs Party,Wii,2009,2000s,Puzzle,Performance Designed Products,Performance Designed Products,E10+,0.17,0.0,0.0,0.01,0.18,0.18,NA,59.0,16,7.5,24,-16.0
Metal Gear Ac!d 2,PSP,2005,2000s,Strategy,Konami Digital Entertainment,Unknown,Unknown,0.11,0.0,0.05,0.01,0.18,0.17,NA,71.0,21,7.5,24,-4.0
Shadow Madness,PS,1999,1990s,Action,Crave Entertainment,Unknown,Unknown,0.1,0.07,0.0,0.01,0.18,0.18,NA,71.0,21,7.5,24,-4.0
Aliens: Colonial Marines,PC,2013,2010s,Shooter,Sega,Gearbox Software,M,0.1,0.06,0.0,0.02,0.18,0.18,NA,45.0,40,3.5,1156,10.0
Tiger Woods PGA Tour 2004,GBA,2003,2000s,Sports,Electronic Arts,Backbone Emeryville,E,0.13,0.05,0.0,0.0,0.18,0.18,NA,75.0,5,7.5,4,0.0
The Game of Life / Yahtzee / Payday,GBA,2005,2000s,Misc,Zoo Digital Publishing,Unknown,Unknown,0.13,0.05,0.0,0.0,0.18,0.18,NA,71.0,21,7.5,24,-4.0
FIFA Soccer 11,PC,2010,2010s,Sports,Electronic Arts,Ea Sports,E,0.0,0.14,0.0,0.04,0.18,0.18,EU,83.0,16,7.7,102,6.0
American Chopper 2: Full Throttle,PS2,2005,2000s,Racing,Zoo Digital Publishing,Creat Studios,T,0.09,0.07,0.0,0.02,0.18,0.18,NA,71.0,21,8.1,9,-10.0
Borderlands,PC,2009,2000s,Shooter,Take-Two Interactive,Gearbox Software,M,0.01,0.14,0.0,0.03,0.18,0.18,EU,81.0,37,7.8,1363,3.0
de Blob 2,Wii,2011,2010s,Platform,Thq,Blue Tongue Entertainment,E10+,0.11,0.06,0.0,0.02,0.18,0.19,NA,79.0,20,8.1,26,-2.0
Silent Hill 4: The Room,XB,2004,2000s,Action,Konami Digital Entertainment,Kcet,M,0.14,0.04,0.0,0.01,0.18,0.19,NA,76.0,43,8.3,26,-7.0
Commandos 2: Men of Courage,PS2,2002,2000s,Strategy,Eidos Interactive,Pyro Studios,T,0.09,0.07,0.0,0.02,0.18,0.18,NA,67.0,19,6.8,11,-1.0
Remember Me,X360,2013,2010s,Action,Capcom,Dontnod Entertainment,M,0.1,0.06,0.0,0.02,0.18,0.18,NA,70.0,42,7.5,267,-5.0
Brink,PC,2011,2010s,Shooter,Bethesda Softworks,Splash Damage,T,0.06,0.09,0.0,0.03,0.18,0.18,EU,70.0,38,6.0,547,10.0
FIFA Soccer 2002,GC,2001,2000s,Sports,Electronic Arts,Ea Sports,E,0.14,0.04,0.0,0.0,0.18,0.18,NA,81.0,13,8.0,9,1.0
Pro Evolution Soccer 2013,3DS,2012,2010s,Sports,Konami Digital Entertainment,Unknown,Unknown,0.05,0.02,0.1,0.01,0.18,0.18,JP,71.0,21,7.5,24,-4.0
Atari Anniversary Edition Redux,PS,2000,2000s,Misc,Infogrames,Digital Eclipse,E,0.1,0.07,0.0,0.01,0.18,0.18,NA,72.0,5,7.5,24,-3.0
Lips: Party Classics,X360,2010,2010s,Misc,Microsoft Game Studios,Inis,T,0.05,0.11,0.0,0.02,0.18,0.18,EU,69.0,10,7.5,24,-6.0
Toukiden: The Age of Demons,PSP,2013,2010s,Action,Tecmo Koei,Unknown,Unknown,0.0,0.0,0.18,0.0,0.18,0.18,JP,71.0,21,7.5,24,-4.0
Fireblade,PS2,2002,2000s,Action,Midway Games,Unknown,Unknown,0.09,0.07,0.0,0.02,0.18,0.18,NA,71.0,21,7.5,24,-4.0
Disney's Tarzan Untamed,GC,2001,2000s,Platform,Ubisoft,Ubisoft Montreal,E,0.14,0.04,0.0,0.0,0.18,0.18,NA,61.0,11,7.4,8,-13.0
Brunswick Circuit Pro Bowling,PS,1998,1990s,Sports,Thq,Unknown,Unknown,0.1,0.07,0.0,0.01,0.18,0.18,NA,71.0,21,7.5,24,-4.0
Marvel Super Hero Squad: Comic Combat,Wii,2011,2010s,Action,Thq,Thq,E10+,0.14,0.03,0.0,0.01,0.18,0.18,NA,71.0,21,7.5,24,-4.0
Trinity Universe,PS3,2009,2000s,Role-Playing,Nippon Ichi Software,"Gust, Idea Factory",T,0.07,0.05,0.03,0.02,0.18,0.17,NA,62.0,25,7.2,28,-10.0
Payday 2,XOne,2015,2010s,Shooter,505 Games,Unknown,Unknown,0.09,0.07,0.0,0.02,0.18,0.18,NA,71.0,21,7.5,24,-4.0
Pirates: Hunt For Blackbeard's Booty,Wii,2008,2000s,Adventure,Activision,Activision,E,0.08,0.08,0.0,0.02,0.18,0.18,NA,71.0,21,7.5,24,-4.0
Cabela's Dangerous Hunts 2009,PS2,2008,2000s,Sports,Activision Value,Fun Labs,T,0.09,0.07,0.0,0.02,0.18,0.18,NA,71.0,21,9.2,5,-21.0
Senran Kagura: Estival Versus,PS4,2015,2010s,Action,Marvelous Interactive,Marvelous Inc.,M,0.08,0.0,0.08,0.02,0.18,0.18,NA,67.0,25,8.0,96,-13.0
Ball Breakers,PS,2000,2000s,Action,Take-Two Interactive,Lost Toys,E,0.1,0.07,0.0,0.01,0.18,0.18,NA,68.0,10,5.3,4,15.0
Mobile Suit Gundam Seed Destiny: Generation of C.E.,PS2,2005,2000s,Action,Namco Bandai Games,Unknown,Unknown,0.0,0.0,0.18,0.0,0.18,0.18,JP,71.0,21,7.5,24,-4.0
Splatterhouse,X360,2010,2010s,Action,Namco Bandai Games,"Namco Bandai Games America, Namco Bandai Games",M,0.14,0.03,0.0,0.01,0.18,0.18,NA,62.0,51,7.6,60,-14.0
EyeToy: Groove,PS2,2003,2000s,Misc,Sony Computer Entertainment,Scee,E,0.09,0.07,0.0,0.02,0.18,0.18,NA,73.0,34,8.0,5,-7.0
You Don't Know Jack,PS3,2011,2010s,Misc,Thq,"Jellyvision, Iron Galaxy Studios",T,0.16,0.0,0.0,0.01,0.18,0.17,NA,82.0,11,7.3,18,9.0
Chuck E. Cheese's Party Games,DS,2010,2010s,Misc,Ufo Interactive,Ufo Interactive,E,0.17,0.0,0.0,0.01,0.18,0.18,NA,71.0,21,7.5,24,-4.0
